LotArea,GrLivArea,GarageArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,Neighborhood,MSZoning,BldgType,HouseStyle,KitchenQual,ExterQual,Foundation,CentralAir,PavedDrive,HeatingQC,SalePrice
4941,1880,119,4,7,2019,1957,335,2,1,11,2,0,OldTown,RL,1Fam,1Story,TA,TA,PConc,Y,N,TA,301152
12849,1450,971,6,2,2000,2000,1614,2,0,11,0,1,CollgCr,RH,Duplex,2Story,Ex,Ex,CBlock,Y,Y,Gd,335995
12987,2126,981,2,4,2008,2015,754,3,0,5,2,2,Somerst,FV,1Fam,2Story,Ex,Ex,BrkTil,Y,N,Ex,356788
12521,983,206,9,8,1965,1999,1449,2,0,9,0,0,Edwards,RL,Duplex,1.5Fin,Ex,Ex,PConc,N,N,Ex,328299
9067,1529,405,3,4,1951,1969,237,3,1,7,2,0,OldTown,FV,2fmCon,1.5Fin,Gd,TA,CBlock,Y,Y,TA,242656
7091,1376,767,2,8,2021,2017,234,3,1,3,1,0,OldTown,RL,1Fam,1Story,Ex,Ex,CBlock,N,Y,Gd,202067
12151,2505,546,4,1,1988,2009,626,2,1,8,2,1,Edwards,RL,1Fam,2Story,Gd,Ex,BrkTil,Y,N,TA,400746
3601,2331,123,5,7,2018,2003,1664,1,1,8,2,1,Somerst,RH,1Fam,2Story,Gd,TA,PConc,N,N,TA,452748
12985,1358,111,4,1,1957,2013,1140,2,0,10,2,0,Edwards,RL,1Fam,2Story,TA,TA,CBlock,N,N,TA,288914
3480,2520,206,3,5,1952,1992,1121,3,1,9,2,3,OldTown,RH,Duplex,1Story,Gd,Gd,CBlock,Y,Y,TA,430724
8230,2357,982,3,5,2001,1981,801,3,0,6,2,0,OldTown,RL,1Fam,2Story,TA,Ex,CBlock,Y,N,Ex,356661
11294,2684,613,3,4,1976,1958,1900,3,1,3,1,0,OldTown,FV,Duplex,1.5Fin,TA,Ex,CBlock,N,Y,TA,454619
5276,1278,944,3,2,2000,1979,118,3,0,6,2,1,Edwards,FV,1Fam,1.5Fin,Gd,Gd,CBlock,N,Y,Gd,205427
8447,3975,385,6,7,2010,1998,359,3,1,3,0,2,Somerst,RL,2fmCon,1.5Fin,Ex,TA,CBlock,N,N,Ex,618679
7499,1127,705,4,3,2000,1950,222,3,1,10,1,1,OldTown,RH,Duplex,1Story,Gd,TA,CBlock,Y,Y,Gd,204579
8273,3102,752,7,6,1989,1998,1847,1,0,3,1,0,CollgCr,RH,1Fam,1.5Fin,Gd,TA,BrkTil,Y,N,Gd,558527
3299,3290,146,7,1,1955,1986,1076,3,0,11,2,3,CollgCr,FV,Duplex,1Story,Gd,TA,CBlock,Y,Y,Gd,589146
7818,3117,964,4,5,1998,2011,826,3,1,5,1,0,Somerst,RH,1Fam,1.5Fin,Gd,Gd,CBlock,N,N,TA,480576
8701,3777,131,1,1,1964,1967,1660,3,1,6,1,2,OldTown,RH,1Fam,1Story,Gd,TA,CBlock,N,Y,TA,582456
6994,909,731,9,4,1995,2004,329,1,0,4,0,2,NAmes,RH,2fmCon,1Story,TA,Gd,PConc,Y,N,TA,261811
14071,1559,849,7,2,1996,1965,968,1,1,9,1,1,Somerst,RM,2fmCon,1Story,TA,Gd,PConc,N,N,Ex,367404
9489,2777,103,6,7,2021,1998,491,2,0,9,2,3,OldTown,RL,Duplex,2Story,Ex,Gd,BrkTil,Y,N,TA,485453
11727,3798,552,5,4,2001,2013,694,1,0,8,0,3,NAmes,RM,Duplex,2Story,Ex,Ex,BrkTil,N,N,Ex,577238
10269,2809,567,9,8,1981,2006,581,1,0,9,2,2,CollgCr,RL,1Fam,2Story,Gd,Ex,PConc,Y,N,Gd,499390
4831,1654,822,9,3,1980,1988,1406,3,1,4,2,0,OldTown,RL,2fmCon,1.5Fin,Gd,TA,PConc,Y,N,Gd,417307
13602,2100,761,6,2,1987,2017,1949,1,1,4,0,0,CollgCr,RL,Duplex,1.5Fin,TA,Ex,CBlock,Y,Y,Ex,450319
4721,1391,241,8,3,2004,1964,532,3,0,5,1,1,CollgCr,FV,Duplex,1.5Fin,Gd,TA,BrkTil,Y,N,Gd,303278
13819,947,926,7,3,1952,1961,629,3,0,8,2,2,CollgCr,FV,1Fam,1.5Fin,Gd,Ex,PConc,N,N,Ex,257424
3532,2733,638,1,2,1997,2013,1308,2,0,10,1,2,CollgCr,RM,1Fam,1Story,Ex,Ex,PConc,Y,N,TA,409546
10429,2152,661,2,3,1962,1969,1369,1,1,11,1,3,CollgCr,RL,1Fam,1Story,TA,TA,CBlock,Y,Y,TA,392045
7253,3757,330,9,1,2007,1983,319,3,0,7,2,1,NAmes,FV,1Fam,2Story,Gd,TA,BrkTil,N,Y,Gd,615189
3996,1797,943,4,5,1991,1968,1762,3,1,9,2,3,NAmes,RL,Duplex,1.5Fin,TA,TA,BrkTil,Y,Y,TA,388359
7311,2186,847,3,2,1990,1968,1942,3,1,11,0,2,NAmes,RH,2fmCon,1Story,Ex,Ex,PConc,N,Y,Ex,407910
13619,851,895,2,8,1964,1998,1007,1,1,7,0,1,NAmes,RL,Duplex,1.5Fin,Ex,Ex,BrkTil,Y,Y,Ex,174362
2277,1936,899,8,4,1975,1978,1560,2,0,9,0,3,NAmes,FV,2fmCon,2Story,Gd,Gd,CBlock,N,N,TA,470765
5089,3722,148,7,4,1961,1969,97,1,0,7,0,0,CollgCr,FV,Duplex,1Story,Ex,TA,PConc,N,Y,Ex,554747
2523,2931,168,9,5,1968,1977,392,3,1,9,1,1,CollgCr,FV,1Fam,2Story,TA,Ex,CBlock,N,N,Ex,523655
6275,3607,556,3,4,1994,1957,620,2,0,5,2,2,Somerst,RH,1Fam,1.5Fin,TA,TA,BrkTil,N,N,Ex,537516
14410,2873,984,1,5,1985,1989,1159,1,0,6,2,2,CollgCr,RM,Duplex,1Story,Gd,Ex,PConc,N,Y,Ex,449785
7365,964,83,9,1,1981,1995,243,2,0,9,1,0,CollgCr,RH,2fmCon,2Story,Gd,TA,BrkTil,N,Y,Ex,274411
5122,3013,519,5,7,2016,2005,63,3,1,4,0,1,OldTown,RH,Duplex,1.5Fin,Gd,TA,BrkTil,N,Y,TA,443411
10167,3666,106,5,7,1954,2018,1696,2,0,7,1,1,Edwards,RH,2fmCon,2Story,Gd,Gd,CBlock,Y,N,TA,613317
7190,1657,884,3,4,2009,1990,723,2,0,10,0,1,OldTown,RL,1Fam,1.5Fin,Ex,TA,BrkTil,Y,N,TA,270537
6575,2709,264,8,4,1991,2020,817,1,1,9,1,1,Edwards,RM,Duplex,1.5Fin,Ex,TA,PConc,Y,Y,TA,485826
9727,1055,657,8,1,2000,1977,656,3,0,6,0,1,CollgCr,RL,1Fam,2Story,TA,TA,BrkTil,Y,N,Gd,298000
3797,799,30,1,4,1967,1974,1977,1,0,6,2,3,CollgCr,RL,Duplex,2Story,Gd,Ex,BrkTil,Y,N,TA,248396
4131,855,755,4,4,2020,2005,655,2,1,8,2,1,Edwards,RL,Duplex,2Story,Ex,Gd,BrkTil,N,Y,TA,211665
9322,1763,546,6,1,1971,2007,462,3,1,10,2,2,CollgCr,RM,1Fam,1Story,TA,TA,PConc,Y,N,TA,326020
8500,1063,246,9,6,1984,2021,908,2,1,11,2,0,Edwards,RM,Duplex,1Story,Gd,Ex,BrkTil,Y,Y,TA,310403
2815,1292,925,2,8,1971,2016,708,3,1,5,0,0,NAmes,RL,Duplex,1Story,Ex,TA,CBlock,Y,Y,Ex,213655
12886,1522,529,7,1,1976,1959,1381,1,0,9,1,3,CollgCr,RL,1Fam,2Story,TA,TA,CBlock,N,N,Ex,376460
10634,3133,978,1,8,1951,1955,1165,2,1,5,1,1,NAmes,FV,Duplex,2Story,Ex,TA,CBlock,Y,Y,Ex,465237
13332,3297,936,4,8,2010,1987,1264,3,0,3,2,3,CollgCr,RM,2fmCon,2Story,Ex,Gd,PConc,N,Y,TA,533083
8666,1690,23,7,6,1975,1967,1395,3,1,4,0,0,Somerst,RL,2fmCon,1.5Fin,Ex,Gd,BrkTil,N,Y,TA,368562
2142,2687,497,3,1,1956,1969,913,2,1,11,1,3,NAmes,RH,2fmCon,1Story,TA,Gd,BrkTil,Y,Y,Gd,440049
14479,3710,853,3,7,2014,1955,1057,3,1,6,0,3,OldTown,RL,1Fam,1.5Fin,TA,TA,CBlock,Y,Y,Gd,575742
3410,2404,303,4,6,1985,1979,202,1,0,4,2,0,CollgCr,RH,Duplex,1Story,Ex,Ex,PConc,N,Y,Gd,344575
14665,2782,397,8,4,1970,1965,801,3,0,10,2,2,OldTown,RL,1Fam,1Story,TA,Gd,PConc,Y,Y,Gd,515772
2534,2536,402,3,5,1966,1974,1000,3,0,4,2,0,Somerst,RL,1Fam,1.5Fin,Ex,Gd,CBlock,N,Y,TA,412732
11908,1526,315,8,6,1991,2000,207,3,1,8,1,0,OldTown,FV,Duplex,1.5Fin,Ex,Gd,BrkTil,N,N,TA,317300
5364,755,860,9,5,1993,1965,167,3,1,7,2,2,CollgCr,FV,2fmCon,1.5Fin,Ex,Gd,BrkTil,N,Y,Ex,266719
3032,2918,277,8,7,1992,2019,1877,3,0,9,0,1,Somerst,RH,1Fam,2Story,Gd,Ex,BrkTil,N,Y,Ex,558573
5342,2825,541,8,2,2016,1986,610,3,1,9,0,3,Edwards,RM,Duplex,2Story,Ex,Gd,CBlock,N,Y,Gd,500182
11602,3063,142,9,2,1999,2013,151,3,0,9,2,0,Edwards,RL,Duplex,1.5Fin,Ex,Ex,CBlock,Y,Y,Gd,494495
8085,3451,788,4,7,1971,2020,1553,3,0,3,1,1,Edwards,RL,1Fam,1.5Fin,Ex,Ex,CBlock,N,Y,Ex,571834
6500,2305,409,3,4,1999,2009,366,3,1,7,2,2,Somerst,RL,1Fam,2Story,Ex,Gd,CBlock,N,N,Gd,352892
3172,1735,355,8,4,1985,2004,1217,1,1,3,1,0,CollgCr,RL,2fmCon,1Story,TA,TA,BrkTil,N,N,TA,407694
11080,3787,523,1,5,2018,2001,1936,1,1,8,2,0,CollgCr,FV,1Fam,2Story,Gd,Gd,CBlock,N,Y,Gd,563053
13530,769,902,1,3,1952,2005,737,2,1,8,2,0,CollgCr,RL,1Fam,2Story,Ex,Ex,PConc,Y,N,Gd,149676
6517,3023,202,4,7,2014,1966,1536,1,1,6,1,2,Somerst,RH,2fmCon,2Story,Ex,Ex,CBlock,Y,N,Ex,525659
10007,2051,249,3,2,2003,1976,919,3,0,3,1,3,NAmes,FV,Duplex,1.5Fin,Ex,TA,BrkTil,N,Y,Gd,378433
3641,1427,102,2,5,2001,1952,1946,3,0,5,0,2,Edwards,RM,1Fam,2Story,Ex,Gd,BrkTil,Y,Y,Ex,323198
2471,563,467,9,4,1971,1978,1269,3,1,11,0,0,NAmes,RL,2fmCon,1Story,TA,TA,BrkTil,N,N,Gd,285770
4940,959,34,5,2,1982,1953,1869,3,1,11,2,0,NAmes,FV,1Fam,1.5Fin,Gd,Gd,CBlock,N,Y,Ex,268569
10738,1539,323,3,2,1970,1976,487,1,0,5,2,1,NAmes,FV,Duplex,1.5Fin,Ex,Ex,PConc,Y,Y,Gd,280937
6726,3111,897,9,6,1950,1963,1281,2,0,5,1,1,CollgCr,RM,1Fam,2Story,Ex,TA,BrkTil,Y,N,Ex,596363
13789,1542,531,8,2,1953,2005,906,1,1,5,2,2,OldTown,RH,2fmCon,1.5Fin,Ex,Ex,CBlock,Y,Y,TA,367866
9670,1848,558,4,8,1990,1971,863,3,1,4,0,1,Edwards,RL,1Fam,1Story,Gd,Ex,BrkTil,N,Y,Gd,314608
13017,1407,595,5,7,1955,1973,260,3,0,3,2,1,CollgCr,RL,Duplex,1.5Fin,TA,Gd,BrkTil,Y,N,Gd,281514
5723,592,267,5,4,1977,1960,601,3,1,3,0,1,Edwards,RL,1Fam,1Story,Gd,Gd,CBlock,N,N,Ex,191916
2363,1272,52,8,5,1961,2021,293,2,0,11,0,3,CollgCr,FV,2fmCon,1.5Fin,Ex,TA,CBlock,N,N,Gd,293276
12358,1309,784,7,8,1997,1978,1286,3,1,3,0,3,Somerst,RL,1Fam,1.5Fin,Ex,Ex,PConc,N,N,TA,366102
5309,2541,17,3,3,2007,1987,610,2,0,3,0,3,CollgCr,RH,2fmCon,1.5Fin,Gd,Gd,BrkTil,N,Y,Gd,419362
2545,3588,103,6,8,1994,2019,1115,3,0,10,0,0,Somerst,RH,Duplex,1.5Fin,Ex,Ex,PConc,Y,Y,TA,576401
5240,2146,151,6,4,1982,1958,459,1,0,11,2,0,NAmes,FV,1Fam,1Story,Ex,Gd,PConc,Y,Y,Ex,381855
8665,1339,839,2,2,1970,1994,920,2,0,10,1,1,OldTown,RH,1Fam,1Story,Gd,TA,BrkTil,N,N,Gd,247385
14921,987,676,1,6,2007,1975,1022,2,1,6,1,0,OldTown,RM,1Fam,1.5Fin,Gd,Ex,CBlock,N,Y,Gd,194902
3936,3665,872,7,6,1999,2001,1531,1,1,4,0,0,NAmes,RM,2fmCon,1Story,Gd,Ex,BrkTil,N,Y,Gd,613717
11154,3581,413,3,7,1950,1955,478,3,1,3,0,1,NAmes,FV,1Fam,1Story,Ex,Ex,CBlock,N,N,Gd,519974
13197,2247,83,5,8,1981,1970,1165,2,0,11,2,1,OldTown,RL,2fmCon,1Story,Ex,Gd,BrkTil,Y,N,Gd,421419
13998,1248,307,8,8,2016,2009,745,1,0,9,2,2,CollgCr,RL,Duplex,1.5Fin,TA,Gd,CBlock,Y,Y,Gd,316245
2882,1027,150,5,7,1950,2008,56,3,0,5,2,3,CollgCr,RM,1Fam,2Story,Gd,TA,CBlock,Y,N,Ex,210736
5840,1667,548,5,1,1973,1970,157,2,0,9,1,1,Somerst,FV,1Fam,1Story,TA,TA,BrkTil,Y,N,Gd,271062
8923,1053,378,5,5,1968,1960,1190,3,0,4,1,0,NAmes,RH,1Fam,1Story,TA,Ex,PConc,N,Y,Ex,261880
11062,1014,457,7,4,1967,1969,952,1,0,8,0,0,CollgCr,RH,Duplex,2Story,TA,Ex,PConc,N,N,TA,273826
6611,876,352,2,2,1993,1966,1557,2,0,10,0,2,CollgCr,RL,Duplex,1Story,Ex,TA,PConc,N,Y,TA,243648
13177,2208,663,1,7,1955,2000,1340,3,1,5,1,1,CollgCr,FV,2fmCon,1.5Fin,Ex,Ex,BrkTil,Y,Y,TA,364184
11057,983,867,4,3,1961,2013,1824,1,1,8,1,1,OldTown,RM,Duplex,1Story,Ex,Gd,PConc,Y,N,TA,281047
7204,951,375,5,6,1983,2004,639,3,0,11,0,3,Edwards,FV,Duplex,1.5Fin,TA,Ex,BrkTil,Y,N,TA,263378
14501,2059,207,7,2,1985,1965,948,2,1,8,1,3,NAmes,RL,Duplex,1Story,Gd,Ex,CBlock,N,N,Gd,414862
9288,3334,561,1,2,2013,2003,1181,3,0,7,0,3,NAmes,RL,2fmCon,1Story,Ex,TA,BrkTil,N,N,Ex,484836
5203,1598,731,9,4,2015,2003,1579,2,1,5,2,3,Somerst,RL,Duplex,2Story,TA,Gd,PConc,N,N,Ex,432867
13089,3611,459,4,6,1969,2005,1019,1,1,11,1,2,OldTown,RL,Duplex,1.5Fin,Ex,Ex,CBlock,N,N,Gd,575546
4244,801,403,6,3,2005,1956,1111,3,1,10,0,2,OldTown,RH,Duplex,1Story,TA,Ex,PConc,N,N,Ex,277538
2018,2075,558,1,6,1996,1962,1339,3,1,11,0,3,CollgCr,RH,1Fam,1Story,TA,TA,BrkTil,N,N,TA,342429
2641,3633,529,9,1,1988,1993,1238,3,1,3,0,3,NAmes,FV,Duplex,2Story,Ex,TA,PConc,Y,Y,Ex,642653
5083,2273,484,4,8,2004,1989,1799,3,1,8,0,1,Edwards,RM,1Fam,1.5Fin,TA,Ex,CBlock,N,N,Gd,424649
7200,2026,121,5,6,2006,2018,640,3,1,8,1,0,Edwards,RM,2fmCon,1.5Fin,TA,TA,BrkTil,Y,Y,Ex,364197
10521,1498,793,8,6,2000,1977,1074,3,0,5,0,0,NAmes,FV,1Fam,2Story,Ex,Ex,CBlock,N,N,Ex,352486
2865,3816,119,6,4,2013,1989,1455,1,1,8,0,2,Edwards,RM,2fmCon,2Story,TA,TA,BrkTil,Y,N,TA,647031
2773,2565,250,3,6,1952,2011,1647,3,1,10,2,0,Somerst,RL,Duplex,1Story,Gd,Gd,BrkTil,Y,N,Ex,428273
14679,897,838,8,5,1990,2008,1342,3,1,11,0,2,Edwards,RM,1Fam,1Story,TA,TA,PConc,Y,N,TA,329777
6732,1506,298,6,3,1999,1999,196,1,1,11,1,1,OldTown,RH,2fmCon,2Story,TA,Gd,PConc,Y,Y,Gd,284084
12546,3141,46,2,1,1952,1960,1612,3,1,5,0,2,NAmes,FV,2fmCon,2Story,Gd,TA,CBlock,N,N,Ex,490251
13530,2736,596,5,1,1977,1964,1591,2,0,10,1,1,OldTown,RM,2fmCon,1.5Fin,Ex,TA,CBlock,Y,Y,Ex,496515
5518,2303,298,3,3,1955,2009,1695,2,1,11,0,3,CollgCr,RH,1Fam,2Story,TA,Gd,BrkTil,N,N,TA,414839
13134,2651,895,4,5,1954,1959,88,2,0,5,1,0,OldTown,RH,1Fam,1.5Fin,Ex,Ex,CBlock,Y,N,Gd,396649
8795,2446,671,9,7,2004,1969,1959,2,1,10,0,3,Edwards,FV,1Fam,1.5Fin,TA,Ex,PConc,Y,N,Ex,562136
8984,3915,518,3,2,1975,1979,1714,2,1,3,0,2,NAmes,FV,2fmCon,1.5Fin,Ex,Gd,CBlock,Y,N,Ex,602608
4567,1894,244,5,4,2006,1984,572,3,1,5,1,0,Edwards,RH,Duplex,1Story,Ex,Gd,PConc,N,N,TA,331317
3674,532,726,8,7,2003,2008,1834,2,0,11,1,1,Somerst,RL,2fmCon,1Story,TA,TA,PConc,N,Y,Ex,303442
12875,3296,723,9,5,2011,2000,1715,2,0,5,2,2,CollgCr,RH,2fmCon,1Story,Ex,TA,PConc,Y,N,TA,613289
13572,2921,723,7,6,2014,2007,1261,1,0,6,2,0,NAmes,RH,1Fam,1Story,Ex,TA,PConc,N,Y,Ex,518859
2739,3749,799,4,1,2017,1961,1267,1,1,11,1,1,NAmes,RL,Duplex,1Story,TA,Gd,BrkTil,N,Y,Ex,573444
3545,3583,217,9,6,2002,1995,1669,3,0,9,1,3,Edwards,RL,1Fam,1Story,Gd,Gd,CBlock,Y,N,TA,666933
14756,3288,995,2,5,1970,1956,1739,1,1,4,2,1,OldTown,RL,1Fam,1.5Fin,Gd,TA,BrkTil,Y,Y,Ex,524462
12451,2344,762,2,2,1953,2013,399,2,0,9,0,3,CollgCr,RM,Duplex,1.5Fin,Ex,TA,PConc,N,Y,Ex,365636
11327,2304,343,4,6,1976,1967,1449,1,0,9,1,2,Somerst,RL,Duplex,1.5Fin,Ex,Ex,BrkTil,Y,N,TA,412291
7127,1389,832,2,5,2020,1977,1817,2,1,4,0,2,Edwards,RH,2fmCon,1Story,Gd,TA,PConc,N,N,Gd,301471
8947,3003,313,3,5,1994,1960,571,1,1,5,2,2,Edwards,FV,1Fam,1.5Fin,Gd,Gd,CBlock,N,N,Gd,439306
8620,2393,692,5,6,1978,1984,892,1,1,10,1,0,OldTown,RH,Duplex,1.5Fin,Ex,Ex,PConc,N,N,TA,416252
11065,2166,603,3,1,2006,1964,426,3,0,7,2,1,NAmes,FV,2fmCon,1Story,Gd,Gd,PConc,Y,N,TA,320306
6555,748,729,1,5,1970,2003,436,2,0,9,1,3,CollgCr,RL,2fmCon,1Story,TA,Gd,PConc,N,N,Gd,159089
12492,2995,289,3,6,1976,1989,1014,2,1,4,1,3,NAmes,RH,1Fam,2Story,TA,TA,BrkTil,N,Y,Gd,481633
7645,3565,601,6,4,1989,1968,1394,2,1,5,0,3,Edwards,RH,1Fam,2Story,Gd,Ex,BrkTil,Y,Y,TA,619052
10943,1479,995,3,3,1980,1989,85,2,1,9,1,2,OldTown,RL,1Fam,2Story,Ex,Ex,CBlock,Y,N,Gd,236889
9124,3575,196,9,6,1957,2002,1882,1,0,11,0,3,CollgCr,RH,2fmCon,1.5Fin,TA,Gd,BrkTil,Y,N,Gd,673908
11045,1759,695,3,7,2016,1959,783,2,0,7,0,1,NAmes,RL,1Fam,1Story,TA,Ex,PConc,Y,Y,TA,302732
5732,2720,577,3,8,1984,2021,1352,3,1,7,0,3,OldTown,RL,1Fam,2Story,TA,Gd,PConc,Y,Y,Gd,477117
4283,1845,415,3,1,2018,1971,1355,3,1,10,1,2,CollgCr,RL,Duplex,1Story,TA,TA,PConc,N,N,Ex,330193
11521,2918,609,5,3,1979,1970,1716,2,1,3,0,2,OldTown,RM,1Fam,1Story,Gd,Gd,BrkTil,N,N,TA,525607
10669,2071,305,7,5,1986,1969,1474,3,1,10,2,3,OldTown,FV,2fmCon,2Story,TA,Ex,PConc,Y,Y,TA,457714
12918,3338,477,5,2,1965,2018,1229,1,1,6,0,3,NAmes,RH,2fmCon,2Story,Gd,Ex,PConc,N,N,Gd,558799
13283,3296,535,9,6,1963,1950,1997,2,0,4,0,3,Edwards,RM,2fmCon,1Story,Gd,TA,PConc,N,Y,Ex,663185
8998,1286,219,6,8,2020,1976,146,2,1,3,0,3,Somerst,RL,2fmCon,1Story,TA,TA,PConc,N,N,Ex,278401
14422,3867,685,1,6,1951,1985,1750,2,0,9,1,2,Edwards,RL,Duplex,1.5Fin,TA,Gd,BrkTil,Y,N,Gd,593843
14697,1339,898,9,1,1995,1982,1304,1,1,3,2,3,Somerst,RM,2fmCon,1.5Fin,Ex,Gd,PConc,Y,N,TA,367129
7413,2947,756,3,5,1954,2012,1811,2,1,10,0,3,OldTown,FV,1Fam,2Story,Gd,Ex,CBlock,N,N,Ex,497616
3269,3629,625,8,8,1994,1963,1459,1,0,9,0,3,Somerst,RM,1Fam,2Story,TA,Ex,CBlock,N,Y,Ex,660997
9868,2398,777,3,5,1994,1981,1545,3,1,4,1,3,NAmes,RH,Duplex,2Story,TA,Gd,PConc,N,N,TA,452343
14373,3095,901,8,2,2009,1960,660,1,0,5,2,3,Somerst,FV,Duplex,1.5Fin,Ex,Ex,CBlock,Y,Y,TA,550210
4603,907,353,4,5,1964,2014,1158,3,1,3,2,1,Edwards,RH,1Fam,1.5Fin,Gd,Ex,PConc,Y,N,Gd,226781
7961,3188,734,1,4,1991,1998,1613,1,0,6,1,0,Edwards,RM,1Fam,1Story,Ex,Ex,PConc,N,Y,TA,483899
11661,563,819,6,7,1951,1983,188,2,0,7,0,3,OldTown,RH,Duplex,2Story,TA,Gd,CBlock,Y,N,Gd,202935
10569,3121,234,7,2,1978,2010,1096,3,0,3,1,3,CollgCr,RH,1Fam,1.5Fin,Ex,Gd,PConc,N,Y,Gd,544025
9557,2967,305,8,8,1974,2005,1568,3,1,11,1,3,CollgCr,RL,2fmCon,2Story,TA,TA,PConc,Y,Y,TA,596366
3680,2693,109,6,1,1971,1988,512,1,1,11,2,0,OldTown,FV,Duplex,1.5Fin,Ex,TA,BrkTil,N,Y,Ex,453927
10433,3843,313,1,1,2011,1999,1589,2,1,5,1,2,OldTown,RM,1Fam,1.5Fin,Ex,TA,CBlock,Y,N,TA,579118
11111,516,947,5,8,1962,1979,1743,3,1,6,0,1,Edwards,RL,Duplex,2Story,TA,Ex,BrkTil,Y,N,Ex,217330
7682,2645,12,9,3,2011,1963,437,2,0,10,1,0,OldTown,FV,1Fam,2Story,Gd,Ex,PConc,Y,N,TA,480221
10084,2999,636,3,4,1987,1984,1251,3,0,7,1,2,OldTown,RM,2fmCon,2Story,TA,TA,BrkTil,N,Y,Ex,489078
7367,3522,826,5,6,2006,1974,378,2,1,10,0,2,Edwards,FV,1Fam,1.5Fin,Gd,Ex,CBlock,N,N,Gd,527903
2069,1397,166,6,4,1982,2002,682,2,0,3,1,2,NAmes,RL,Duplex,1.5Fin,Ex,TA,CBlock,N,N,TA,303661
5924,1515,52,5,8,1982,2005,586,3,0,8,2,3,CollgCr,FV,2fmCon,2Story,Gd,Gd,PConc,Y,Y,Ex,295411
8200,1766,185,4,7,2005,1978,919,3,0,10,2,2,Edwards,FV,1Fam,1Story,TA,Ex,BrkTil,N,N,TA,327267
12278,978,275,2,1,1961,1989,1732,2,0,9,2,0,NAmes,FV,Duplex,1Story,TA,TA,CBlock,N,Y,Gd,224302
4007,700,446,5,5,1978,2014,1906,2,1,10,1,3,CollgCr,RM,1Fam,2Story,Ex,Ex,PConc,N,Y,TA,262335
10992,2472,351,1,7,1992,2002,1476,2,1,11,2,3,OldTown,RH,Duplex,1Story,Ex,Gd,BrkTil,Y,N,Ex,397561
10119,678,9,1,6,2009,2013,1177,2,0,7,0,3,CollgCr,RM,Duplex,1Story,Gd,Ex,CBlock,Y,N,Gd,162439
4779,3055,409,8,4,2014,1970,765,3,0,8,1,3,Somerst,RL,2fmCon,1.5Fin,Gd,Gd,CBlock,N,Y,Gd,566353
6920,952,146,4,4,1973,1963,1993,1,0,3,2,0,CollgCr,RM,Duplex,2Story,TA,Gd,PConc,Y,N,Gd,257091
2755,2817,476,1,5,2018,1959,1551,2,1,11,2,1,NAmes,FV,2fmCon,1Story,Gd,Gd,CBlock,Y,Y,Ex,427162
8495,3805,828,2,7,2006,1950,1658,1,0,3,1,3,OldTown,RH,Duplex,2Story,TA,Gd,BrkTil,N,Y,Ex,610882
12187,985,844,5,2,1984,1961,861,3,0,6,0,0,Somerst,RM,1Fam,1.5Fin,Gd,Gd,PConc,N,N,Gd,250753
7935,2523,629,7,5,1994,1964,1321,1,0,11,0,0,CollgCr,RM,2fmCon,1Story,Gd,Gd,CBlock,Y,Y,TA,482852
11513,1077,929,5,3,2018,1991,325,1,1,6,1,2,OldTown,FV,1Fam,1Story,Ex,Gd,PConc,N,Y,TA,222826
4330,837,851,6,3,1962,2019,1749,3,1,3,0,3,OldTown,FV,1Fam,2Story,TA,Ex,PConc,Y,N,Ex,317262
7705,1360,427,7,6,1981,1979,384,3,1,8,1,3,Edwards,RH,1Fam,1Story,Ex,Ex,PConc,Y,Y,TA,322953
10301,3304,487,3,8,2004,1977,1719,2,1,7,1,0,NAmes,RL,Duplex,1Story,TA,Ex,BrkTil,N,Y,Ex,532002
3016,3304,529,5,1,1976,1980,639,2,1,9,2,1,OldTown,RM,2fmCon,1Story,Gd,TA,PConc,N,N,Gd,504400
9347,2503,376,8,2,1952,1966,637,1,0,6,0,0,OldTown,RL,1Fam,1.5Fin,Gd,Gd,PConc,Y,Y,Ex,438199
14057,1971,737,6,4,1950,1999,273,1,1,6,2,0,Edwards,RM,2fmCon,2Story,TA,Gd,CBlock,N,N,Ex,322360
10216,3131,111,2,6,2012,2000,1744,1,1,8,0,2,OldTown,RH,Duplex,2Story,Ex,TA,PConc,Y,Y,TA,492469
6938,2542,583,9,8,1994,2016,913,3,0,4,0,3,NAmes,FV,2fmCon,1.5Fin,Gd,TA,CBlock,Y,Y,Gd,516360
4838,3928,655,2,1,2018,1998,246,1,1,4,0,2,Somerst,RH,1Fam,1.5Fin,Ex,TA,CBlock,Y,Y,TA,519035
2737,3620,615,6,1,1992,1977,1250,2,0,10,0,1,CollgCr,RM,Duplex,2Story,Ex,Ex,PConc,Y,N,Gd,574990
8200,2019,214,2,6,1961,1963,146,2,0,8,0,0,CollgCr,FV,1Fam,2Story,Ex,Gd,BrkTil,N,N,Ex,293089
10371,2893,991,7,6,1964,1952,968,3,0,9,1,0,CollgCr,RL,1Fam,1.5Fin,Ex,TA,CBlock,Y,Y,Ex,497886
2231,1201,509,1,4,1987,2018,653,3,1,5,1,3,OldTown,FV,1Fam,2Story,TA,TA,BrkTil,Y,Y,Ex,196985
